CFSAUID,PRUID,PRNAME,all_pharmacies,covid_vaccine_pharmacies,covid_pharms
B3V,"12",Nova Scotia / Nouvelle-Écosse,"0","0",0.000
B3Z,"12",Nova Scotia / Nouvelle-Écosse,"0","0",0.000
B4A,"12",Nova Scotia / Nouvelle-Écosse,"0","0",0.000
B4B,"12",Nova Scotia / Nouvelle-Écosse,"0","0",0.000
B4C,"12",Nova Scotia / Nouvelle-Écosse,"0","0",0.000
B4E,"12",Nova Scotia / Nouvelle-Écosse,"0","0",0.000
B4H,"12",Nova Scotia / Nouvelle-Écosse,"0","0",0.000
B4G,"12",Nova Scotia / Nouvelle-Écosse,"0","0",0.000
B4N,"12",Nova Scotia / Nouvelle-Écosse,"0","0",0.000
B4P,"12",Nova Scotia / Nouvelle-Écosse,"0","0",0.000
B4R,"12",Nova Scotia / Nouvelle-Écosse,"0","0",0.000
B4V,"12",Nova Scotia / Nouvelle-Écosse,"0","0",0.000
B5A,"12",Nova Scotia / Nouvelle-Écosse,"0","0",0.000
B6L,"12",Nova Scotia / Nouvelle-Écosse,"0","0",0.000
B9A,"12",Nova Scotia / Nouvelle-Écosse,"0","0",0.000
C0A,"11",Prince Edward Island / Île-du-Prince-Édouard,"0","0",0.000
C0B,"11",Prince Edward Island / Île-du-Prince-Édouard,"0","0",0.000
E3L,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
C1A,"11",Prince Edward Island / Île-du-Prince-Édouard,"0","0",0.000
C1B,"11",Prince Edward Island / Île-du-Prince-Édouard,"0","0",0.000
C1C,"11",Prince Edward Island / Île-du-Prince-Édouard,"0","0",0.000
C1E,"11",Prince Edward Island / Île-du-Prince-Édouard,"0","0",0.000
C1N,"11",Prince Edward Island / Île-du-Prince-Édouard,"0","0",0.000
E1A,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E1B,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E1C,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
G0C,"24",Quebec / Québec,"0","0",0.000
G0E,"24",Quebec / Québec,"0","0",0.000
G0G,"24",Quebec / Québec,"0","0",0.000
G0H,"24",Quebec / Québec,"0","0",0.000
G0J,"24",Quebec / Québec,"0","0",0.000
G0K,"24",Quebec / Québec,"0","0",0.000
G0L,"24",Quebec / Québec,"0","0",0.000
G0M,"24",Quebec / Québec,"0","0",0.000
G0N,"24",Quebec / Québec,"0","0",0.000
G0P,"24",Quebec / Québec,"0","0",0.000
G0R,"24",Quebec / Québec,"0","0",0.000
G0S,"24",Quebec / Québec,"0","0",0.000
G0T,"24",Quebec / Québec,"0","0",0.000
G0V,"24",Quebec / Québec,"0","0",0.000
G0W,"24",Quebec / Québec,"0","0",0.000
G0X,"24",Quebec / Québec,"0","0",0.000
G0Y,"24",Quebec / Québec,"0","0",0.000
G0Z,"24",Quebec / Québec,"0","0",0.000
G1B,"24",Quebec / Québec,"0","0",0.000
G1C,"24",Quebec / Québec,"0","0",0.000
G5V,"24",Quebec / Québec,"0","0",0.000
E1E,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E1G,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E1H,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E1J,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E1N,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E1V,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E1W,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E1X,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E2A,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E2E,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E2G,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E2H,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E2J,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E2K,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E2L,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E2M,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E2N,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E2P,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E2S,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E3A,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E3B,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E3C,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E3E,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E3G,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4A,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4B,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4K,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4W,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4X,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4Y,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4Z,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E5A,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4C,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4E,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4G,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4H,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4J,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4L,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4M,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4N,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4P,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4R,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4S,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4T,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E4V,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
G1P,"24",Quebec / Québec,"0","0",0.000
G1R,"24",Quebec / Québec,"0","0",0.000
G1S,"24",Quebec / Québec,"0","0",0.000
E5B,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E5C,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E5E,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E5G,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E5H,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E5J,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E5K,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E5L,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E5M,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E5N,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E5P,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E5R,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E5S,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E5T,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E5V,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E6A,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E6B,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E6C,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E6E,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E6G,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E6H,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E6J,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E6K,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E6L,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E7A,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E7B,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E7C,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E7E,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E7G,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E7H,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E7K,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E7L,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E7M,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E7N,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E7J,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E7P,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E8A,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E8B,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E8E,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E8G,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E8J,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E8K,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E8M,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E9A,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E8C,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E8L,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E8N,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E8P,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E8R,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E8S,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E8T,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E9B,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E9C,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E9E,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E9G,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
E9H,"13",New Brunswick / Nouveau-Brunswick,"0","0",0.000
G0A,"24",Quebec / Québec,"0","0",0.000
G1E,"24",Quebec / Québec,"0","0",0.000
G1G,"24",Quebec / Québec,"0","0",0.000
G1H,"24",Quebec / Québec,"0","0",0.000
G1J,"24",Quebec / Québec,"0","0",0.000
G1K,"24",Quebec / Québec,"0","0",0.000
G5C,"24",Quebec / Québec,"0","0",0.000
G5H,"24",Quebec / Québec,"0","0",0.000
G5R,"24",Quebec / Québec,"0","0",0.000
G5T,"24",Quebec / Québec,"0","0",0.000
G1L,"24",Quebec / Québec,"0","0",0.000
G1M,"24",Quebec / Québec,"0","0",0.000
G1N,"24",Quebec / Québec,"0","0",0.000
G1T,"24",Quebec / Québec,"0","0",0.000
G1V,"24",Quebec / Québec,"0","0",0.000
G1W,"24",Quebec / Québec,"0","0",0.000
G2E,"24",Quebec / Québec,"0","0",0.000
G2G,"24",Quebec / Québec,"0","0",0.000
G2J,"24",Quebec / Québec,"0","0",0.000
G1X,"24",Quebec / Québec,"0","0",0.000
G1Y,"24",Quebec / Québec,"0","0",0.000
G2B,"24",Quebec / Québec,"0","0",0.000
G2C,"24",Quebec / Québec,"0","0",0.000
G6X,"24",Quebec / Québec,"0","0",0.000
G6Y,"24",Quebec / Québec,"0","0",0.000
G6Z,"24",Quebec / Québec,"0","0",0.000
G7A,"24",Quebec / Québec,"0","0",0.000
G2K,"24",Quebec / Québec,"0","0",0.000
G2L,"24",Quebec / Québec,"0","0",0.000
G2M,"24",Quebec / Québec,"0","0",0.000
G2N,"24",Quebec / Québec,"0","0",0.000
G3A,"24",Quebec / Québec,"0","0",0.000
G3B,"24",Quebec / Québec,"0","0",0.000
G3C,"24",Quebec / Québec,"0","0",0.000
G3E,"24",Quebec / Québec,"0","0",0.000
G3G,"24",Quebec / Québec,"0","0",0.000
G3H,"24",Quebec / Québec,"0","0",0.000
G3J,"24",Quebec / Québec,"0","0",0.000
G3K,"24",Quebec / Québec,"0","0",0.000
G3L,"24",Quebec / Québec,"0","0",0.000
G3M,"24",Quebec / Québec,"0","0",0.000
G3N,"24",Quebec / Québec,"0","0",0.000
G3Z,"24",Quebec / Québec,"0","0",0.000
G4A,"24",Quebec / Québec,"0","0",0.000
G4R,"24",Quebec / Québec,"0","0",0.000
G4S,"24",Quebec / Québec,"0","0",0.000
G4T,"24",Quebec / Québec,"0","0",0.000
G4V,"24",Quebec / Québec,"0","0",0.000
G4W,"24",Quebec / Québec,"0","0",0.000
G4X,"24",Quebec / Québec,"0","0",0.000
G4Z,"24",Quebec / Québec,"0","0",0.000
G5A,"24",Quebec / Québec,"0","0",0.000
G5B,"24",Quebec / Québec,"0","0",0.000
G5J,"24",Quebec / Québec,"0","0",0.000
G5L,"24",Quebec / Québec,"0","0",0.000
G5M,"24",Quebec / Québec,"0","0",0.000
G5N,"24",Quebec / Québec,"0","0",0.000
G5X,"24",Quebec / Québec,"0","0",0.000
G5Y,"24",Quebec / Québec,"0","0",0.000
G5Z,"24",Quebec / Québec,"0","0",0.000
G6A,"24",Quebec / Québec,"0","0",0.000
G6B,"24",Quebec / Québec,"0","0",0.000
G6E,"24",Quebec / Québec,"0","0",0.000
G6G,"24",Quebec / Québec,"0","0",0.000
G6H,"24",Quebec / Québec,"0","0",0.000
G6P,"24",Quebec / Québec,"0","0",0.000
G6R,"24",Quebec / Québec,"0","0",0.000
G6S,"24",Quebec / Québec,"0","0",0.000
G6T,"24",Quebec / Québec,"0","0",0.000
G6V,"24",Quebec / Québec,"0","0",0.000
G6C,"24",Quebec / Québec,"0","0",0.000
G6J,"24",Quebec / Québec,"0","0",0.000
G6K,"24",Quebec / Québec,"0","0",0.000
G6L,"24",Quebec / Québec,"0","0",0.000
G6W,"24",Quebec / Québec,"0","0",0.000
H1Z,"24",Quebec / Québec,"0","0",0.000
H2A,"24",Quebec / Québec,"0","0",0.000
H2B,"24",Quebec / Québec,"0","0",0.000
H2C,"24",Quebec / Québec,"0","0",0.000
H2E,"24",Quebec / Québec,"0","0",0.000
H2G,"24",Quebec / Québec,"0","0",0.000
H2H,"24",Quebec / Québec,"0","0",0.000
H2J,"24",Quebec / Québec,"0","0",0.000
G7B,"24",Quebec / Québec,"0","0",0.000
G7G,"24",Quebec / Québec,"0","0",0.000
G7H,"24",Quebec / Québec,"0","0",0.000
G7J,"24",Quebec / Québec,"0","0",0.000
G7Z,"24",Quebec / Québec,"0","0",0.000
G8A,"24",Quebec / Québec,"0","0",0.000
G8B,"24",Quebec / Québec,"0","0",0.000
G8C,"24",Quebec / Québec,"0","0",0.000
G8E,"24",Quebec / Québec,"0","0",0.000
G8G,"24",Quebec / Québec,"0","0",0.000
G7K,"24",Quebec / Québec,"0","0",0.000
G7N,"24",Quebec / Québec,"0","0",0.000
G7P,"24",Quebec / Québec,"0","0",0.000
G7S,"24",Quebec / Québec,"0","0",0.000
G7T,"24",Quebec / Québec,"0","0",0.000
G7X,"24",Quebec / Québec,"0","0",0.000
G7Y,"24",Quebec / Québec,"0","0",0.000
H3R,"24",Quebec / Québec,"0","0",0.000
H3S,"24",Quebec / Québec,"0","0",0.000
H3T,"24",Quebec / Québec,"0","0",0.000
H3V,"24",Quebec / Québec,"0","0",0.000
H3W,"24",Quebec / Québec,"0","0",0.000
H3X,"24",Quebec / Québec,"0","0",0.000
H3Y,"24",Quebec / Québec,"0","0",0.000
H3Z,"24",Quebec / Québec,"0","0",0.000
G8H,"24",Quebec / Québec,"0","0",0.000
G8J,"24",Quebec / Québec,"0","0",0.000
G8K,"24",Quebec / Québec,"0","0",0.000
G8L,"24",Quebec / Québec,"0","0",0.000
G8M,"24",Quebec / Québec,"0","0",0.000
G8N,"24",Quebec / Québec,"0","0",0.000
G8P,"24",Quebec / Québec,"0","0",0.000
G8T,"24",Quebec / Québec,"0","0",0.000
G8V,"24",Quebec / Québec,"0","0",0.000
G8W,"24",Quebec / Québec,"0","0",0.000
G8Y,"24",Quebec / Québec,"0","0",0.000
G8Z,"24",Quebec / Québec,"0","0",0.000
G9A,"24",Quebec / Québec,"0","0",0.000
G9B,"24",Quebec / Québec,"0","0",0.000
G9C,"24",Quebec / Québec,"0","0",0.000
G9H,"24",Quebec / Québec,"0","0",0.000
G9N,"24",Quebec / Québec,"0","0",0.000
G9P,"24",Quebec / Québec,"0","0",0.000
G9R,"24",Quebec / Québec,"0","0",0.000
G9T,"24",Quebec / Québec,"0","0",0.000
G9X,"24",Quebec / Québec,"0","0",0.000
H0M,"24",Quebec / Québec,"0","0",0.000
H1A,"24",Quebec / Québec,"0","0",0.000
H1B,"24",Quebec / Québec,"0","0",0.000
