name,street,city,province,postal,full address,X,Y,date,link
Embrun Remedy's Rx,753 Notre Dame Street,"Embrun, ON",Ontario,K0A 1W0,"753 Notre Dame Street Embrun, ON K0A 1W0",45.2684141,-75.3036791,2021-04-13T14:53:25.162Z,https://covid-19.ontario.ca/vaccine-locations
Fairway Lackner Pharmacy,900 Fairway Crescent Unit 5,"Kitchener, ON",Ontario,N2A 0A1,"900 Fairway Crescent Unit 5 Kitchener, ON N2A 0A1",43.4425165,-80.4149604,2021-04-13T14:53:25.227Z,https://covid-19.ontario.ca/vaccine-locations
Findlay's Drugstore,247 Whitewood Avenue New,"Liskeard, ON",Ontario,P0J 1P0,"247 Whitewood Avenue New Liskeard, ON P0J 1P0",47.5092835,-79.681632,2021-04-13T14:53:25.289Z,https://covid-19.ontario.ca/vaccine-locations
Food Basics Pharmacy,1070 Major Mackenzie Drive East Richmond,"Hill, ON",Ontario,L4S 1P3,"1070 Major Mackenzie Drive East Richmond Hill, ON L4S 1P3",43.8773402,-79.4084341,2021-04-13T14:53:25.338Z,https://covid-19.ontario.ca/vaccine-locations
Food Basics Pharmacy,1405 Ottawa Street North,"Kitchener, ON",Ontario,N2A 1H3,"1405 Ottawa Street North Kitchener, ON N2A 1H3",43.4566873,-80.4317775,2021-04-13T14:53:25.228Z,https://covid-19.ontario.ca/vaccine-locations
Food Basics Pharmacy,1571 Sandhurst Circle,"Scarborough, ON",Ontario,M1V 1V2,"1571 Sandhurst Circle Scarborough, ON M1V 1V2",43.8092547,-79.2696046,2021-04-13T14:53:25.347Z,https://covid-19.ontario.ca/vaccine-locations
Food Basics Pharmacy,280 Harwood Ave. South,"Ajax, ON",Ontario,L1S 2J1,"280 Harwood Ave. South Ajax, ON L1S 2J1",43.845992,-79.021327,2021-04-13T14:53:25.069Z,https://covid-19.ontario.ca/vaccine-locations
Food Basics Pharmacy,370 Highland Road West,"Kitchener, ON",Ontario,N2M 3C7,"370 Highland Road West Kitchener, ON N2M 3C7",43.4381934,-80.511545,2021-04-13T14:53:25.227Z,https://covid-19.ontario.ca/vaccine-locations
Food Basics Pharmacy,655 Fairway Road South,"Kitchener, ON",Ontario,N2C 1X4,"655 Fairway Road South Kitchener, ON N2C 1X4",43.4195122,-80.4497751,2021-04-13T14:53:25.228Z,https://covid-19.ontario.ca/vaccine-locations
Food Basics Pharmacy,751 Upper James St.,"Hamilton, ON",Ontario,L9C 3A1,"751 Upper James St. Hamilton, ON L9C 3A1",43.2298298,-79.8792083,2021-04-13T14:53:25.194Z,https://covid-19.ontario.ca/vaccine-locations
Forest Hill Pharmacy,"491 Eglinton Avenue West, Unit 102","Toronto, ON",Ontario,M5N 1A8,"491 Eglinton Avenue West, Unit 102 Toronto, ON M5N 1A8",43.7034249,-79.4128462,2021-04-13T14:53:25.384Z,https://covid-19.ontario.ca/vaccine-locations
Forest Pharmacy,19 King Street West,"Forest, ON",Ontario,N0N 1J0,"19 King Street West Forest, ON N0N 1J0",43.0969862,-82.001092,2021-04-13T14:53:25.177Z,https://covid-19.ontario.ca/vaccine-locations
Fortinos,330 Queens Plate Drive,"Etobicoke, ON",Ontario,M9W 7J7,"330 Queens Plate Drive Etobicoke, ON M9W 7J7",43.7217584,-79.5961609,2021-04-13T14:53:25.165Z,https://covid-19.ontario.ca/vaccine-locations
Frederick Mall Pharmacy,"385 Frederick Street, Unit 15","Kitchener, ON",Ontario,N2H 2P2,"385 Frederick Street, Unit 15 Kitchener, ON N2H 2P2",43.4570249,-80.4726292,2021-04-13T14:53:25.228Z,https://covid-19.ontario.ca/vaccine-locations
FreshCo Pharmacy #7265,800 Steeles Ave. West,"Thornhill, ON",Ontario,L4J 7L2,"800 Steeles Ave. West Thornhill, ON L4J 7L2",43.7929882,-79.4475336,2021-04-13T14:53:25.375Z,https://covid-19.ontario.ca/vaccine-locations
FreshCo Pharmacy Gerrard & Victoria,2490 Gerrard Street East,"Scarborough, ON",Ontario,M1N 1W8,"2490 Gerrard Street East Scarborough, ON M1N 1W8",43.6878079,-79.2848414,2021-04-13T14:53:25.347Z,https://covid-19.ontario.ca/vaccine-locations
FreshCo Pharmacy Lawrence/Midland,2650 Lawrence Avenue East,"Scarborough, ON",Ontario,M1P 2S1,"2650 Lawrence Avenue East Scarborough, ON M1P 2S1",43.752733,-79.264041,2021-04-13T14:53:25.348Z,https://covid-19.ontario.ca/vaccine-locations
FreshCo Pharmacy Princess,2327 Princess Street,"Kingston, ON",Ontario,K7M 3G1,"2327 Princess Street Kingston, ON K7M 3G1",44.2571844,-76.549969,2021-04-13T14:53:25.213Z,https://covid-19.ontario.ca/vaccine-locations
Freshco Pharmacy,1430 Major Mackenzie Drive East Richmond,"Hill, ON",Ontario,L4S 0A1,"1430 Major Mackenzie Drive East Richmond Hill, ON L4S 0A1",43.8807518,-79.3952995,2021-04-13T14:53:25.338Z,https://covid-19.ontario.ca/vaccine-locations
FreshCo Pharmacy,3737 Major Mackenzie Drive,"Woodbridge, ON",Ontario,L4H 0A2,"3737 Major Mackenzie Drive Woodbridge, ON L4H 0A2",43.8447407,-79.5590708,2021-04-13T14:53:25.457Z,https://covid-19.ontario.ca/vaccine-locations
FreshCo Pharmacy,525 Ninth St. East,"Cornwall, ON",Ontario,K6H 0A3,"525 Ninth St. East Cornwall, ON K6H 0A3",45.0327538,-74.7228175,2021-04-13T14:53:25.155Z,https://covid-19.ontario.ca/vaccine-locations
Freshco Pharmacy,9580 McCowan Road,"Markham, ON",Ontario,L3P 3J3,"9580 McCowan Road Markham, ON L3P 3J3",43.8927042,-79.293194,2021-04-13T14:53:25.254Z,https://covid-19.ontario.ca/vaccine-locations
Freshco,3998 Cottrelle Boulevard,"Brampton, ON",Ontario,L6P 2R1,"3998 Cottrelle Boulevard Brampton, ON L6P 2R1",43.7855394,-79.6596981,2021-04-13T14:53:25.124Z,https://covid-19.ontario.ca/vaccine-locations
Friendly Care West King Pharmacy,2077 Weston Road,"Toronto, ON",Ontario,M9N 1X7,"2077 Weston Road Toronto, ON M9N 1X7",43.7022155,-79.5224508,2021-04-13T14:53:25.384Z,https://covid-19.ontario.ca/vaccine-locations
Frontenac Medical Pharmacy,789 Princess Street,"Kingston, ON",Ontario,K7L 1E9,"789 Princess Street Kingston, ON K7L 1E9",44.239413,-76.5067772,2021-04-13T14:53:25.214Z,https://covid-19.ontario.ca/vaccine-locations
Galleria Pharmacy,7040 Yonge Street Unit E1,"Thornhill, ON",Ontario,L4J 1V7,"7040 Yonge Street Unit E1 Thornhill, ON L4J 1V7",43.7990508,-79.420471,2021-04-13T14:53:25.375Z,https://covid-19.ontario.ca/vaccine-locations
Gardiner's Pharmasave,500 Gardiners Road,"Kingston, ON",Ontario,K7M 7W9,"500 Gardiners Road Kingston, ON K7M 7W9",44.2353007,-76.5669322,2021-04-13T14:53:25.214Z,https://covid-19.ontario.ca/vaccine-locations
Glebe Apothecary,778 Bank St,"Ottawa, ON",Ontario,K1S 3V6,"778 Bank St Ottawa, ON K1S 3V6",45.403274,-75.6888649,2021-04-13T14:53:25.314Z,https://covid-19.ontario.ca/vaccine-locations
Glen Cade Pharmacy,290 The West Mall,"Etobicoke, ON",Ontario,M9C 1C6,"290 The West Mall Etobicoke, ON M9C 1C6",43.6348382,-79.5627147,2021-04-13T14:53:25.165Z,https://covid-19.ontario.ca/vaccine-locations
Glen Park Pharmacy,2920 Dufferin St,"Toronto, ON",Ontario,M6B 3S8,"2920 Dufferin St Toronto, ON M6B 3S8",43.7085848,-79.4539933,2021-04-13T14:53:25.384Z,https://covid-19.ontario.ca/vaccine-locations
Good Health Pharmasave,4188 Spratt Road Unit 2,"Gloucester, ON",Ontario,K1V 0Z6,"4188 Spratt Road Unit 2 Gloucester, ON K1V 0Z6",45.2831139,-75.6863032,2021-04-13T14:53:25.182Z,https://covid-19.ontario.ca/vaccine-locations
Gore Pharmacy IDA,4515 Ebenezer Road Suite 110,"Brampton, ON",Ontario,L6P 2K7,"4515 Ebenezer Road Suite 110 Brampton, ON L6P 2K7",43.7723278,-79.6620749,2021-04-13T14:53:25.125Z,https://covid-19.ontario.ca/vaccine-locations
Gravenhurst IDA Pharmacy,180 Brock Street,"Gravenhurst, ON",Ontario,P1P 1X2,"180 Brock Street Gravenhurst, ON P1P 1X2",44.9203359,-79.3729423,2021-04-13T14:53:25.186Z,https://covid-19.ontario.ca/vaccine-locations
Green Pharmacy,,"Toronto, ON",Ontario,M6G 1K7,"Toronto, ON M6G 1K7",43.6647019,-79.4143853,2021-04-13T14:53:25.385Z,https://covid-19.ontario.ca/vaccine-locations
Greendale Drugs,152 Carlton Street,"Toronto, ON",Ontario,M5A 2K1,"152 Carlton Street Toronto, ON M5A 2K1",43.6630098,-79.3745838,2021-04-13T14:53:25.385Z,https://covid-19.ontario.ca/vaccine-locations
Harrowsmith Pharmacy,"4937 Highway 38, Unit 2","Harrowsmith, ON",Ontario,K0H 1V0,"4937 Highway 38, Unit 2 Harrowsmith, ON K0H 1V0",44.4051781,-76.6659673,2021-04-13T14:53:25.202Z,https://covid-19.ontario.ca/vaccine-locations
Hausers Pharmacy,140 Broad Street East,"Dunnville, ON",Ontario,N1A 1E9,"140 Broad Street East Dunnville, ON N1A 1E9",42.9034578,-79.6174205,2021-04-13T14:53:25.159Z,https://covid-19.ontario.ca/vaccine-locations
Healing Arts Pharmacy,170 The Donway West Unit 113,"Toronto, ON",Ontario,M3C 2J2,"170 The Donway West Unit 113 Toronto, ON M3C 2J2",43.7354112,-79.3480078,2021-04-13T14:53:25.386Z,https://covid-19.ontario.ca/vaccine-locations
Healing Source Pharmacy,2209 Bloor Street West,"Toronto, ON",Ontario,M6S 1N5,"2209 Bloor Street West Toronto, ON M6S 1N5",43.6510068,-79.4757716,2021-04-13T14:53:25.386Z,https://covid-19.ontario.ca/vaccine-locations
Health Centre Pharmacy,1450 Highway 2,"Courtice, ON",Ontario,L1E 3C3,"1450 Highway 2 Courtice, ON L1E 3C3",43.9074265,-78.8076018,2021-04-13T14:53:25.155Z,https://covid-19.ontario.ca/vaccine-locations
Health Check Pharmacy Pharmasave,,"Scarborough, ON",Ontario,M1X 1E6,"Scarborough, ON M1X 1E6",43.8251798,-79.2489914,2021-04-13T14:53:25.348Z,https://covid-19.ontario.ca/vaccine-locations
Health Corner Pharmacy,2167 Victoria Park Avenue Unit 3,"Scarborough, ON",Ontario,M1R 1V5,"2167 Victoria Park Avenue Unit 3 Scarborough, ON M1R 1V5",43.758913,-79.3150402,2021-04-13T14:53:25.348Z,https://covid-19.ontario.ca/vaccine-locations
Health-Rite Pharmacy,75 Bayly Street West,"Ajax, ON",Ontario,L1S 7K7,"75 Bayly Street West Ajax, ON L1S 7K7",43.8426245,-79.0212132,2021-04-13T14:53:25.070Z,https://covid-19.ontario.ca/vaccine-locations
Healthpoint Pharmacy and Clinic,7034 Tecumseh Road Stoney,"Point, ON",Ontario,N0R 1N0,"7034 Tecumseh Road Stoney Point, ON N0R 1N0",42.3049209,-82.5476026,2021-04-13T14:53:25.369Z,https://covid-19.ontario.ca/vaccine-locations
HealthSmart Pharmasave,"2425 Eglinton Avenue East, Unit 10","Scarborough, ON",Ontario,M1K 5G8,"2425 Eglinton Avenue East, Unit 10 Scarborough, ON M1K 5G8",43.7320812,-79.2672493,2021-04-13T14:53:25.349Z,https://covid-19.ontario.ca/vaccine-locations
Heritage Hills Pharmacy,4646 Heritage Hills Boulevard Unit 9-10,"Mississauga, ON",Ontario,L5R 1Y4,"4646 Heritage Hills Boulevard Unit 9-10 Mississauga, ON L5R 1Y4",43.5985631,-79.6606921,2021-04-13T14:53:25.266Z,https://covid-19.ontario.ca/vaccine-locations
High Park Pharmacy,1938 Bloor Street West,"Toronto, ON",Ontario,M6P 3K8,"1938 Bloor Street West Toronto, ON M6P 3K8",43.6533747,-79.4667907,2021-04-13T14:53:25.386Z,https://covid-19.ontario.ca/vaccine-locations
High St. Guardian Pharmacy,815 High Street Unit 9,"Peterborough, ON",Ontario,K9J 8J9,"815 High Street Unit 9 Peterborough, ON K9J 8J9",44.2831292,-78.3343136,2021-04-13T14:53:25.327Z,https://covid-19.ontario.ca/vaccine-locations
Holland Street Pharmacy,484 Holland St. West Unit B3,"Bradford, ON",Ontario,L3Z 0A2,"484 Holland St. West Unit B3 Bradford, ON L3Z 0A2",44.1078642,-79.591509,2021-04-13T14:53:25.118Z,https://covid-19.ontario.ca/vaccine-locations
Hooper's Pharmacy,88 Lakeshore Road East,"Mississauga, ON",Ontario,L5G 1E1,"88 Lakeshore Road East Mississauga, ON L5G 1E1",43.5530547,-79.5845088,2021-04-13T14:53:25.266Z,https://covid-19.ontario.ca/vaccine-locations
I CARE Pharmacy Services,"2 Thorncliffe Park Drive, Unit 26-27 East","York, ON",Ontario,M4H 1H2,"2 Thorncliffe Park Drive, Unit 26-27 East York, ON M4H 1H2",43.7065383,-79.351572,2021-04-13T14:53:25.159Z,https://covid-19.ontario.ca/vaccine-locations
Ilderton Medical Pharmacy,13187 Ilderton Road Unit 1,"Ilderton, ON",Ontario,N0M 2A0,"13187 Ilderton Road Unit 1 Ilderton, ON N0M 2A0",43.0779821,-81.3851136,2021-04-13T14:53:25.203Z,https://covid-19.ontario.ca/vaccine-locations
Ingersoll Pharmasave,19 King Street Unit 1,"Ingersoll, ON",Ontario,N5C 1G3,"19 King Street Unit 1 Ingersoll, ON N5C 1G3",43.038107,-80.8816645,2021-04-13T14:53:25.203Z,https://covid-19.ontario.ca/vaccine-locations
Ingersoll Remedy's Rx,273 King Street West,"Ingersoll, ON",Ontario,N5C 2K9,"273 King Street West Ingersoll, ON N5C 2K9",43.0317725,-80.8932912,2021-04-13T14:53:25.204Z,https://covid-19.ontario.ca/vaccine-locations
Innes IDA Pharmacy,4473 Innes Road Unit 101,"Orleans, ON",Ontario,K4A 1A7,"4473 Innes Road Unit 101 Orleans, ON K4A 1A7",45.4617054,-75.4860905,2021-04-13T14:53:25.308Z,https://covid-19.ontario.ca/vaccine-locations
Inverary Pharmasave,"3810 Perth Road, Unit 1B","Inverary, ON",Ontario,K0H 1X0,"3810 Perth Road, Unit 1B Inverary, ON K0H 1X0",44.3765726,-76.4787547,2021-04-13T14:53:25.205Z,https://covid-19.ontario.ca/vaccine-locations
Islington Medical Pharmacy,1243 Islington Avenue,"Toronto, ON",Ontario,M8X 1Y9,"1243 Islington Avenue Toronto, ON M8X 1Y9",43.6459171,-79.5235467,2021-04-13T14:53:25.386Z,https://covid-19.ontario.ca/vaccine-locations
Jarvis St. Apothecary,275 Jarvis Street,"Toronto, ON",Ontario,M5B 2C2,"275 Jarvis Street Toronto, ON M5B 2C2",43.6582621,-79.374726,2021-04-13T14:53:25.387Z,https://covid-19.ontario.ca/vaccine-locations
Jeffers Pharmacy Limited,1 Elizabeth Street,"Orangeville, ON",Ontario,L9W 7N7,"1 Elizabeth Street Orangeville, ON L9W 7N7",43.9212702,-80.0993215,2021-04-13T14:53:25.307Z,https://covid-19.ontario.ca/vaccine-locations
Junction Chemist Pharmacy,17 St Johns Road,"Toronto, ON",Ontario,M6P 1T7,"17 St Johns Road Toronto, ON M6P 1T7",43.6652578,-79.473926,2021-04-13T14:53:25.387Z,https://covid-19.ontario.ca/vaccine-locations
Junction Pharmacy,3016 Dundas Street West,"Toronto, ON",Ontario,M6P1Z3,"3016 Dundas Street West Toronto, ON M6P1Z3",43.6656651,-79.4699271,2021-04-13T14:53:25.387Z,https://covid-19.ontario.ca/vaccine-locations
Kanata Pharmasave,99 Kakulu Road Unit 101,"Kanata, ON",Ontario,K2L 3C8,"99 Kakulu Road Unit 101 Kanata, ON K2L 3C8",45.3042405,-75.8947172,2021-04-13T14:53:25.206Z,https://covid-19.ontario.ca/vaccine-locations
Kawartha Lakes Pharmacy,55 Angeline Street North Unit 4A,"Lindsay, ON",Ontario,K9V 5B7,"55 Angeline Street North Unit 4A Lindsay, ON K9V 5B7",44.3553137,-78.7548824,2021-04-13T14:53:25.237Z,https://covid-19.ontario.ca/vaccine-locations
Keele-Ingram Pharmacy,2221 Keele Street,"Toronto, ON",Ontario,M6M 3Z5,"2221 Keele Street Toronto, ON M6M 3Z5",43.6989823,-79.4755084,2021-04-13T14:53:25.388Z,https://covid-19.ontario.ca/vaccine-locations
Kelly's Drug Store,411 Bridge Street East,"Belleville, ON",Ontario,K8N 1P7,"411 Bridge Street East Belleville, ON K8N 1P7",44.1691848,-77.3583737,2021-04-13T14:53:25.108Z,https://covid-19.ontario.ca/vaccine-locations
Kennedy Road Pharmacy,"2 Antrim Crescent, Unit 4","Scarborough, ON",Ontario,M1P 2N3,"2 Antrim Crescent, Unit 4 Scarborough, ON M1P 2N3",43.7719194,-79.2840048,2021-04-13T14:53:25.349Z,https://covid-19.ontario.ca/vaccine-locations
King City Guardian Drugs,1700 King Road Unit 27 King,"City, ON",Ontario,L7B 0N1,"1700 King Road Unit 27 King City, ON L7B 0N1",43.9319396,-79.513571,2021-04-13T14:53:25.211Z,https://covid-19.ontario.ca/vaccine-locations
Kingsville IDA Pharmacy,271 Main Street East,"Kingsville, ON",Ontario,N9Y 1A7,"271 Main Street East Kingsville, ON N9Y 1A7",42.0374614,-82.7268746,2021-04-13T14:53:25.224Z,https://covid-19.ontario.ca/vaccine-locations
Kipling & Queensway Pharmacy,"1255 The Queensway, Unit 20","Etobicoke, ON",Ontario,M8Z 1S1,"1255 The Queensway, Unit 20 Etobicoke, ON M8Z 1S1",43.6198702,-79.5231582,2021-04-13T14:53:25.166Z,https://covid-19.ontario.ca/vaccine-locations
Kristen's Pharmacy,197 Albert Street South Unit 3,"Southampton, ON",Ontario,N0H 2L0,"197 Albert Street South Unit 3 Southampton, ON N0H 2L0",44.4898108,-81.3765882,2021-04-13T14:53:25.363Z,https://covid-19.ontario.ca/vaccine-locations
La Rose Pharmacy,140 La Rose Avenue,"Weston, ON",Ontario,M9P 1B2,"140 La Rose Avenue Weston, ON M9P 1B2",43.6857008,-79.5235907,2021-04-13T14:53:25.443Z,https://covid-19.ontario.ca/vaccine-locations
Lakeside Pharmacy,2438 Lake Shore Boulevard West,"Etobicoke, ON",Ontario,M8V 1C4,"2438 Lake Shore Boulevard West Etobicoke, ON M8V 1C4",43.6142601,-79.4892689,2021-04-13T14:53:25.166Z,https://covid-19.ontario.ca/vaccine-locations
Lakeview Pharmacy,805 Vansittart Ave. Unit 2,"Woodstock, ON",Ontario,N4T 0L6,"805 Vansittart Ave. Unit 2 Woodstock, ON N4T 0L6",43.1513632,-80.7719089,2021-04-13T14:53:25.459Z,https://covid-19.ontario.ca/vaccine-locations
Lapsley Pharmacy,27 Lapsley Road,"Toronto, ON",Ontario,M1B 1K1,"27 Lapsley Road Toronto, ON M1B 1K1",43.7957493,-79.2261707,2021-04-13T14:53:25.388Z,https://covid-19.ontario.ca/vaccine-locations
Lawlor Pharmasave,944 Kingston Road,"Toronto, ON",Ontario,M4E 1S7,"944 Kingston Road Toronto, ON M4E 1S7",43.6805978,-79.288133,2021-04-13T14:53:25.388Z,https://covid-19.ontario.ca/vaccine-locations
Lawrence Pharmacy,2683 Lawrence Avenue East,"Scarborough, ON",Ontario,M1P 2S2,"2683 Lawrence Avenue East Scarborough, ON M1P 2S2",43.7517056,-79.2615008,2021-04-13T14:53:25.349Z,https://covid-19.ontario.ca/vaccine-locations
Lefko Pharmasave #794,842 Wilson Avenue,"Toronto, ON",Ontario,M3K 1E5,"842 Wilson Avenue Toronto, ON M3K 1E5",43.7308124,-79.4673782,2021-04-13T14:53:25.389Z,https://covid-19.ontario.ca/vaccine-locations
Lingeman I.D.A. Pharmacy,411 Jane Street,"Toronto, ON",Ontario,M6S 3Z6,"411 Jane Street Toronto, ON M6S 3Z6",43.6587064,-79.4880308,2021-04-13T14:53:25.389Z,https://covid-19.ontario.ca/vaccine-locations
Listowel Remedy's Rx,600 Mitchell Road,"Listowel, ON",Ontario,N4W 3T1,"600 Mitchell Road Listowel, ON N4W 3T1",43.730309,-80.9688021,2021-04-13T14:53:25.238Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,,"Ottawa, ON",Ontario,K1V 1J5,"Ottawa, ON K1V 1J5",45.3554234,-75.653584,2021-04-13T14:53:25.317Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,12035 Highway #17 Sturgeon,"Falls, ON",Ontario,P2B 2S6,"12035 Highway #17 Sturgeon Falls, ON P2B 2S6",46.3667275,-79.9081968,2021-04-13T14:53:25.372Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,131 Howland Drive,"Huntsville, ON",Ontario,P1H 2P7,"131 Howland Drive Huntsville, ON P1H 2P7",45.3446399,-79.2269206,2021-04-13T14:53:25.202Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,1375 Weber St. East,"Kitchener, ON",Ontario,N2A 2Y7,"1375 Weber St. East Kitchener, ON N2A 2Y7",43.4321789,-80.4415182,2021-04-13T14:53:25.229Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,1460 Merivale Road,"Ottawa, ON",Ontario,K2E 5P2,"1460 Merivale Road Ottawa, ON K2E 5P2",45.3619299,-75.7353516,2021-04-13T14:53:25.316Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,15900 Bayview Avenue,"Aurora, ON",Ontario,L4G 7Y3,"15900 Bayview Avenue Aurora, ON L4G 7Y3",44.0222968,-79.4494682,2021-04-13T14:53:25.088Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,171 Guelph Street,"Georgetown, ON",Ontario,L7G 4A1,"171 Guelph Street Georgetown, ON L7G 4A1",43.6514813,-79.9063946,2021-04-13T14:53:25.180Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,1792 Liverpool Road,"Pickering, ON",Ontario,L1V 1V9,"1792 Liverpool Road Pickering, ON L1V 1V9",43.8323974,-79.09116,2021-04-13T14:53:25.328Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,18120 Yonge Street,"Newmarket, ON",Ontario,L3Y 8V1,"18120 Yonge Street Newmarket, ON L3Y 8V1",44.0698592,-79.4862851,2021-04-13T14:53:25.290Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,1980 Baseline Road,"Nepean, ON",Ontario,K2C 0C6,"1980 Baseline Road Nepean, ON K2C 0C6",45.3520746,-75.7595588,2021-04-13T14:53:25.286Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,1980 Ogilvie Road,"Ottawa, ON",Ontario,K1J 9L3,"1980 Ogilvie Road Ottawa, ON K1J 9L3",45.4325275,-75.6098258,2021-04-13T14:53:25.315Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,200 Bullock Drive,"Markham, ON",Ontario,L3P 1W2,"200 Bullock Drive Markham, ON L3P 1W2",43.8741934,-79.2847533,2021-04-13T14:53:25.255Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,200 Grant Carman Drive,"Nepean, ON",Ontario,K2E 7Z8,"200 Grant Carman Drive Nepean, ON K2E 7Z8",45.351331,-75.7307124,2021-04-13T14:53:25.285Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,200 Taunton Road West,"Whitby, ON",Ontario,L1R 3H8,"200 Taunton Road West Whitby, ON L1R 3H8",43.9160549,-78.9618758,2021-04-13T14:53:25.443Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,221 Glendale Avenue St.,"Catharines, ON",Ontario,L2T 2K9,"221 Glendale Avenue St. Catharines, ON L2T 2K9",43.1360847,-79.2240958,2021-04-13T14:53:25.364Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,2375 Highway 2,"Bowmanville, ON",Ontario,L1C 5A3,"2375 Highway 2 Bowmanville, ON L1C 5A3",43.9083996,-78.7109503,2021-04-13T14:53:25.115Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,250 Lakeshore Road West,"Mississauga, ON",Ontario,L5H 1G3,"250 Lakeshore Road West Mississauga, ON L5H 1G3",43.5458071,-79.5921105,2021-04-13T14:53:25.267Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,290 King George Road,"Brantford, ON",Ontario,N3R 5L8,"290 King George Road Brantford, ON N3R 5L8",43.1813869,-80.2786487,2021-04-13T14:53:25.141Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,30 Kingston Road West,"Ajax, ON",Ontario,L1T 4K8,"30 Kingston Road West Ajax, ON L1T 4K8",43.86088,-79.0314862,2021-04-13T14:53:25.071Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,301 High Tech Road Richmond,"Hill, ON",Ontario,L4B 4R2,"301 High Tech Road Richmond Hill, ON L4B 4R2",43.8428871,-79.4104277,2021-04-13T14:53:25.339Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,3040 Wonderland Road South,"London, ON",Ontario,N6L 1A6,"3040 Wonderland Road South London, ON N6L 1A6",42.9382398,-81.2781525,2021-04-13T14:53:25.240Z,https://covid-19.ontario.ca/vaccine-locations
