name,street,city,postal,date,link
One Eva Pharmacy,1 Eva Road,"Etobicoke, ON",M9C 4Z5,2021-04-13T14:53:25.169Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,250 The East Mall,"Etobicoke, ON",M9B 3Y8,2021-04-13T14:53:25.170Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,4890 Dundas Street West,"Etobicoke, ON",M9A 1B5,2021-04-13T14:53:25.170Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,415 The Westway,"Etobicoke, ON",M9R 1H5,2021-04-13T14:53:25.170Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,666 Burnhamthorpe Road,"Etobicoke, ON",M9C 2Z4,2021-04-13T14:53:25.171Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,270 The Kingsway,"Etobicoke, ON",M9A 3T7,2021-04-13T14:53:25.171Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,"600 The East Mall, Unit 1","Etobicoke, ON",M9B 4S1,2021-04-13T14:53:25.171Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,"3730 Lake Shore Boulevard West, Unit 102","Etobicoke, ON",M8W 1N6,2021-04-13T14:53:25.172Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,5230 Dundas Street West,"Etobicoke, ON",M9B 1A8,2021-04-13T14:53:25.172Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3010 Bloor Street West,"Etobicoke, ON",M8X 1C2,2021-04-13T14:53:25.172Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,125 The Queensway,"Etobicoke, ON",M8Y 1H6,2021-04-13T14:53:25.173Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2206 Lake Shore Boulevard West,"Etobicoke, ON",M8V 1A4,2021-04-13T14:53:25.173Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,123 Rexdale Boulevard,"Etobicoke, ON",M9W 1P1,2021-04-13T14:53:25.174Z,https://covid-19.ontario.ca/vaccine-locations
The Drugstore Pharmcy,220 Royal York Road,"Etobicoke, ON",M8V 2V7,2021-04-13T14:53:25.174Z,https://covid-19.ontario.ca/vaccine-locations
Unicare Pharmacy,3170 Lakeshore Boulevard West,"Etobicoke, ON",M8V 3X8,2021-04-13T14:53:25.175Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,165 North Queen Street,"Etobicoke, ON",M9C 1A7,2021-04-13T14:53:25.176Z,https://covid-19.ontario.ca/vaccine-locations
Drug Store Pharmacy,62 Thames Road East,"Exeter, ON",N0M 1S3,2021-04-13T14:53:25.176Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,710 Tower Street South,"Fergus, ON",N1M 2R3,2021-04-13T14:53:25.177Z,https://covid-19.ontario.ca/vaccine-locations
Trailside Pharmacy,"6420 Beatty Line N, Suite 101","Fergus, ON",N1M 2W3,2021-04-13T14:53:25.177Z,https://covid-19.ontario.ca/vaccine-locations
Forest Pharmacy,19 King Street West,"Forest, ON",N0N 1J0,2021-04-13T14:53:25.177Z,https://covid-19.ontario.ca/vaccine-locations
Crescent Park Pharmacy,1264 Garrison Road Unit 5 Fort,"Erie, ON",L2A 1P1,2021-04-13T14:53:25.178Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,310 Garrison Road Unit C Fort,"Erie, ON",L2A 1M7,2021-04-13T14:53:25.178Z,https://covid-19.ontario.ca/vaccine-locations
Pharmasave Fort Frances,140 Scott Street Fort,"Frances, ON",P9A 1G6,2021-04-13T14:53:25.179Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,615 King St. East,"Gananoque, ON",K7G 1H4,2021-04-13T14:53:25.180Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,171 Guelph Street,"Georgetown, ON",L7G 4A1,2021-04-13T14:53:25.180Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,300 Guelph St.,"Georgetown, ON",L7G 4B1,2021-04-13T14:53:25.181Z,https://covid-19.ontario.ca/vaccine-locations
Young's Pharmacy And Homecare,47 Main Street South,"Georgetown, ON",L7G 3G2,2021-04-13T14:53:25.181Z,https://covid-19.ontario.ca/vaccine-locations
Costco Pharmacy,1405 Blair Towers Place,"Gloucester, ON",K1J 1A5,2021-04-13T14:53:25.182Z,https://covid-19.ontario.ca/vaccine-locations
Good Health Pharmasave,4188 Spratt Road Unit 2,"Gloucester, ON",K1V 0Z6,2021-04-13T14:53:25.182Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1980 Ogilvie Road Unit 144,"Gloucester, ON",K1J 9L3,2021-04-13T14:53:25.183Z,https://covid-19.ontario.ca/vaccine-locations
The Drug Store Pharmacy,1619 Orleans Boulevard,"Gloucester, ON",K1C 7E2,2021-04-13T14:53:25.184Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,1980 Ogilvie Road Unit 171,"Gloucester, ON",K1J 9L3,2021-04-13T14:53:25.185Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,8 And Huron Road RR 2,"Goderich, ON",N7A 3X8,2021-04-13T14:53:25.185Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,65 Main St. East Box 1030 Grand,"Bend, ON",N0M 1T0,2021-04-13T14:53:25.186Z,https://covid-19.ontario.ca/vaccine-locations
Gravenhurst IDA Pharmacy,180 Brock Street,"Gravenhurst, ON",P1P 1X2,2021-04-13T14:53:25.186Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,42 St. Andrews Avenue Unit 1,"Grimsby, ON",L3M 3S2,2021-04-13T14:53:25.188Z,https://covid-19.ontario.ca/vaccine-locations
Costco Pharmacy,19 Elmira Road South,"Guelph, ON",N1K 0B6,2021-04-13T14:53:25.188Z,https://covid-19.ontario.ca/vaccine-locations
Drugstore Pharmacy,1045 Paisley Road,"Guelph, ON",N1K 1X6,2021-04-13T14:53:25.189Z,https://covid-19.ontario.ca/vaccine-locations
Drugstore Pharmacy,160 Kortright Road West,"Guelph, ON",N1G 4W2,2021-04-13T14:53:25.189Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,265 Eramosa Road,"Guelph, ON",N1E 2M7,2021-04-13T14:53:25.190Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,666 Woolwich Street Unit 140,"Guelph, ON",N1H 7G5,2021-04-13T14:53:25.190Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,11 Woodlawn Road West,"Guelph, ON",N1H 1G8,2021-04-13T14:53:25.192Z,https://covid-19.ontario.ca/vaccine-locations
Westminster Square Remedy's Rx,33 Farley Drive Unit 4,"Guelph, ON",N1L 0B7,2021-04-13T14:53:25.192Z,https://covid-19.ontario.ca/vaccine-locations
Zehrs Pharmacy,124 Clair Road East,"Guelph, ON",N1L 0G6,2021-04-13T14:53:25.192Z,https://covid-19.ontario.ca/vaccine-locations
Zehrs Pharmacy,297 Eramosa Road,"Guelph, ON",N1E 2M7,2021-04-13T14:53:25.193Z,https://covid-19.ontario.ca/vaccine-locations
Smallman Pharmacy,368 Main Street,"Haileybury, ON",P0J 1K0,2021-04-13T14:53:25.193Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,224 Highland St.,"Haliburton, ON",K0M 1S0,2021-04-13T14:53:25.193Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,186 Highland St.,"Haliburton, ON",K0M 1S0,2021-04-13T14:53:25.194Z,https://covid-19.ontario.ca/vaccine-locations
Food Basics Pharmacy,751 Upper James St.,"Hamilton, ON",L9C 3A1,2021-04-13T14:53:25.194Z,https://covid-19.ontario.ca/vaccine-locations
Metro Pharmacy,1161 Barton St. East,"Hamilton, ON",L8H 2V2,2021-04-13T14:53:25.194Z,https://covid-19.ontario.ca/vaccine-locations
People's Pharmachoice,30 Rymal Road East Unit 4,"Hamilton, ON",L9B 1T7,2021-04-13T14:53:25.195Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,126 Queenston Road,"Hamilton, ON",L8K 1G4,2021-04-13T14:53:25.195Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,2 King St. West Unit 18,"Hamilton, ON",L8P 1A1,2021-04-13T14:53:25.195Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,505 Rymal Road East,"Hamilton, ON",L8W 3X1,2021-04-13T14:53:25.196Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,640 Mohawk Road West Unit 21,"Hamilton, ON",L9C 1X6,2021-04-13T14:53:25.196Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1395 Upper Ottawa Street,"Hamilton, ON",L8W 3L5,2021-04-13T14:53:25.196Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1119 Fennell Avenue,"Hamilton, ON",L8T 1S2,2021-04-13T14:53:25.197Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,930 Upper Paradise Road 13,"Hamilton, ON",L9B 2N1,2021-04-13T14:53:25.197Z,https://covid-19.ontario.ca/vaccine-locations
Rexall Dell Pharmacy,730 Upper James St.,"Hamilton, ON",L9C 2Z9,2021-04-13T14:53:25.197Z,https://covid-19.ontario.ca/vaccine-locations
Rymal Gage Pharmacy,905 Rymal Road East Unit 153,"Hamilton, ON",L8W 3M2,2021-04-13T14:53:25.198Z,https://covid-19.ontario.ca/vaccine-locations
Sherman IDA Pharmacy,675 Rymal Road East,"Hamilton, ON",L8W 1B5,2021-04-13T14:53:25.198Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,661 Upper James St.,"Hamilton, ON",L9C 5R8,2021-04-13T14:53:25.198Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,801 Mohawk Road West,"Hamilton, ON",L9C 6C2,2021-04-13T14:53:25.199Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1341 Main St. West,"Hamilton, ON",L8S 1C6,2021-04-13T14:53:25.199Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1300 Garth Street,"Hamilton, ON",L9C 4L7,2021-04-13T14:53:25.199Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,75 Centennial Parkway North,"Hamilton, ON",L8E 2P2,2021-04-13T14:53:25.200Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2110 Rymal Road East,"Hamilton, ON",L0R 1P0,2021-04-13T14:53:25.200Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,675 Upper James St.,"Hamilton, ON",L9C 2Z5,2021-04-13T14:53:25.200Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,499 Mohawk Road East,"Hamilton, ON",L8V 4L7,2021-04-13T14:53:25.201Z,https://covid-19.ontario.ca/vaccine-locations
Westmount Pharmacy,723 Rymal Road West Unit 200,"Hamilton, ON",L9B 2N9,2021-04-13T14:53:25.201Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,69 King Street East,"Harrow, ON",N0R 1G0,2021-04-13T14:53:25.201Z,https://covid-19.ontario.ca/vaccine-locations
Harrowsmith Pharmacy,"4937 Highway 38, Unit 2","Harrowsmith, ON",K0H 1V0,2021-04-13T14:53:25.202Z,https://covid-19.ontario.ca/vaccine-locations
Pharmacie Jean Coutu,80 Main Street East,"Hawkesbury, ON",K6A 1A3,2021-04-13T14:53:25.202Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,131 Howland Drive,"Huntsville, ON",P1H 2P7,2021-04-13T14:53:25.202Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,51 King William Street,"Huntsville, ON",P1H 1G4,2021-04-13T14:53:25.203Z,https://covid-19.ontario.ca/vaccine-locations
Ilderton Medical Pharmacy,13187 Ilderton Road Unit 1,"Ilderton, ON",N0M 2A0,2021-04-13T14:53:25.203Z,https://covid-19.ontario.ca/vaccine-locations
Ingersoll Pharmasave,19 King Street Unit 1,"Ingersoll, ON",N5C 1G3,2021-04-13T14:53:25.203Z,https://covid-19.ontario.ca/vaccine-locations
Ingersoll Remedy's Rx,273 King Street West,"Ingersoll, ON",N5C 2K9,2021-04-13T14:53:25.204Z,https://covid-19.ontario.ca/vaccine-locations
Alcona Pharmacy,1070 Innisfil Beach Road Unit 14,"Innisfil, ON",L9S 4T9,2021-04-13T14:53:25.204Z,https://covid-19.ontario.ca/vaccine-locations
Rexall Pharma Plus,7975 Yonge Street,"Innisfil, ON",L9S 1A8,2021-04-13T14:53:25.204Z,https://covid-19.ontario.ca/vaccine-locations
Sandycove Drug Store,902 Lockhart Road Unit 3,"Innisfil, ON",L9S 4V2,2021-04-13T14:53:25.204Z,https://covid-19.ontario.ca/vaccine-locations
Inverary Pharmasave,"3810 Perth Road, Unit 1B","Inverary, ON",K0H 1X0,2021-04-13T14:53:25.205Z,https://covid-19.ontario.ca/vaccine-locations
Costco Pharmacy,770 Silver Seven Road,"Kanata, ON",K2V 1A5,2021-04-13T14:53:25.205Z,https://covid-19.ontario.ca/vaccine-locations
Drugstore Pharmacy,760 Eagleson Road,"Kanata, ON",K2M 0A7,2021-04-13T14:53:25.205Z,https://covid-19.ontario.ca/vaccine-locations
Kanata Pharmasave,99 Kakulu Road Unit 101,"Kanata, ON",K2L 3C8,2021-04-13T14:53:25.206Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,832 March Road,"Kanata, ON",K2W 0C9,2021-04-13T14:53:25.206Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,300 Eagleson Road,"Kanata, ON",K2M 1C9,2021-04-13T14:53:25.206Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,4048 Carling Ave.,"Kanata, ON",K2K 1Y1,2021-04-13T14:53:25.207Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,680 Eagleson Road,"Kanata, ON",K2M 2G9,2021-04-13T14:53:25.207Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,499 Terry Fox Drive Unit 10,"Kanata, ON",K2T 1H7,2021-04-13T14:53:25.207Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,840 March Road,"Kanata, ON",K2K 1X7,2021-04-13T14:53:25.208Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,700 Terry Fox Drive,"Kanata, ON",K2L 4H4,2021-04-13T14:53:25.208Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,5357 Fernbank Road,"Kanata, ON",K2S 0T7,2021-04-13T14:53:25.208Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,142 Progress Crescent,"Kapuskasing, ON",P5N 3H6,2021-04-13T14:53:25.209Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2727 Country Road 43,"Kemptville, ON",K0G 1J0,2021-04-13T14:53:25.209Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,340 Colonnade Drive,"Kemptville, ON",K0G 1J0,2021-04-13T14:53:25.209Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,538 Park Street,"Kenora, ON",P9N 1A1,2021-04-13T14:53:25.210Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,76 Arlington Drive Unit C,"Keswick, ON",L4P 0A9,2021-04-13T14:53:25.210Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1116 Sutton St.,"Kincardine, ON",N2Z 2C6,2021-04-13T14:53:25.211Z,https://covid-19.ontario.ca/vaccine-locations
King City Guardian Drugs,1700 King Road Unit 27 King,"City, ON",L7B 0N1,2021-04-13T14:53:25.211Z,https://covid-19.ontario.ca/vaccine-locations
Amherstview Drugs,4499 Bath Road,"Kingston, ON",K7N 1A6,2021-04-13T14:53:25.211Z,https://covid-19.ontario.ca/vaccine-locations
Barriefield Pharmasave,"760 Highway 15, Unit 13","Kingston, ON",K7L 0C3,2021-04-13T14:53:25.212Z,https://covid-19.ontario.ca/vaccine-locations
CATP Kingston,7 Hickson Avenue,"Kingston, ON",K7K 2N4,2021-04-13T14:53:25.212Z,https://covid-19.ontario.ca/vaccine-locations
Clinic Pharmacy,76 Stuart Street,"Kingston, ON",K7L 2V7,2021-04-13T14:53:25.212Z,https://covid-19.ontario.ca/vaccine-locations
Costco,1015 Centennial Drive,"Kingston, ON",K7P 3B7,2021-04-13T14:53:25.213Z,https://covid-19.ontario.ca/vaccine-locations
Division Pharmacy,"472 Division Street, Unit 2","Kingston, ON",K7K 4B1,2021-04-13T14:53:25.213Z,https://covid-19.ontario.ca/vaccine-locations
FreshCo Pharmacy Princess,2327 Princess Street,"Kingston, ON",K7M 3G1,2021-04-13T14:53:25.213Z,https://covid-19.ontario.ca/vaccine-locations
Frontenac Medical Pharmacy,789 Princess Street,"Kingston, ON",K7L 1E9,2021-04-13T14:53:25.214Z,https://covid-19.ontario.ca/vaccine-locations
Gardiner's Pharmasave,500 Gardiners Road,"Kingston, ON",K7M 7W9,2021-04-13T14:53:25.214Z,https://covid-19.ontario.ca/vaccine-locations
Loblaws,1048 Midland Avenue,"Kingston, ON",K7P 2X9,2021-04-13T14:53:25.214Z,https://covid-19.ontario.ca/vaccine-locations
Loblaws,1100 Princess Street,"Kingston, ON",K7L 5G8,2021-04-13T14:53:25.215Z,https://covid-19.ontario.ca/vaccine-locations
Lovell Drugs,166 Brock Street   Saturday and Sunday hours available as needed.,"Kingston, ON",K7L 3E2,2021-04-13T14:53:25.215Z,https://covid-19.ontario.ca/vaccine-locations
Med+ Pharmacy,277 Bath Road,"Kingston, ON",K7M 2X6,2021-04-13T14:53:25.215Z,https://covid-19.ontario.ca/vaccine-locations
Medical Arts Pharmacy,800 Princess Street,"Kingston, ON",K7L 5E4,2021-04-13T14:53:25.216Z,https://covid-19.ontario.ca/vaccine-locations
Medical Tree,"795 Gardiners Road, Unit 6","Kingston, ON",K7M 7E6,2021-04-13T14:53:25.216Z,https://covid-19.ontario.ca/vaccine-locations
Milford Pharmacy,728 Milford Drive,"Kingston, ON",K7P 1C6,2021-04-13T14:53:25.217Z,https://covid-19.ontario.ca/vaccine-locations
Nofrills,1162 Division Street,"Kingston, ON",K7K 0C3,2021-04-13T14:53:25.217Z,https://covid-19.ontario.ca/vaccine-locations
Nofrills,1030 Coverdale Drive,"Kingston, ON",K7M 8X7,2021-04-13T14:53:25.217Z,https://covid-19.ontario.ca/vaccine-locations
Peters Drugs PharmaChoice,640 King Street West,"Kingston, ON",K7M 2E5,2021-04-13T14:53:25.218Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,240 Montreal Street,"Kingston, ON",K7K 3G8,2021-04-13T14:53:25.218Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1036 Princess Street,"Kingston, ON",K7L 1H2,2021-04-13T14:53:25.218Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,817 Edgar Street,"Kingston, ON",K7M 8Y4,2021-04-13T14:53:25.219Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,"945 Gardiners Road, Unit L074","Kingston, ON",K7M 7H4,2021-04-13T14:53:25.219Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,797 Princess Street,"Kingston, ON",K7L 1G1,2021-04-13T14:53:25.220Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,105 Sutherland Drive,"Kingston, ON",K7K 5V6,2021-04-13T14:53:25.220Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,775 Strand Boulevard,"Kingston, ON",K7P 2S7,2021-04-13T14:53:25.221Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1011 Princess Street,"Kingston, ON",K7L 1H3,2021-04-13T14:53:25.221Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,"2437 Princess Street, Unit 100","Kingston, ON",K7M 3G1,2021-04-13T14:53:25.221Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,136 Princess Street,"Kingston, ON",K7L 1A7,2021-04-13T14:53:25.222Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,445 Princess Street,"Kingston, ON",K7L 1C3,2021-04-13T14:53:25.222Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1875 Bath Road,"Kingston, ON",K7M 4Y3,2021-04-13T14:53:25.222Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,823 Highway 15,"Kingston, ON",K7L 4V3,2021-04-13T14:53:25.223Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1201 Division Street,"Kingston, ON",K7K 6X4,2021-04-13T14:53:25.223Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,1130 Midland Avenue,"Kingston, ON",K7P 2X9,2021-04-13T14:53:25.224Z,https://covid-19.ontario.ca/vaccine-locations
Weller Pharmacy,"263 Weller Avenue, Unit  2","Kingston, ON",K7K 2V4,2021-04-13T14:53:25.224Z,https://covid-19.ontario.ca/vaccine-locations
Kingsville IDA Pharmacy,271 Main Street East,"Kingsville, ON",N9Y 1A7,2021-04-13T14:53:25.224Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,370 Main Street East,"Kingsville, ON",N9Y 0C1,2021-04-13T14:53:25.225Z,https://covid-19.ontario.ca/vaccine-locations
Zehrs,300 Main Street South,"Kingsville, ON",N9Y 3S9,2021-04-13T14:53:25.225Z,https://covid-19.ontario.ca/vaccine-locations
Cook's Pharmacy,1450 Block Line Road Unit 201,"Kitchener, ON",N2C 0A5,2021-04-13T14:53:25.226Z,https://covid-19.ontario.ca/vaccine-locations
Doon Mills Pharmacy,260 Doon South Drive Unit 4,"Kitchener, ON",N2P 2L8,2021-04-13T14:53:25.226Z,https://covid-19.ontario.ca/vaccine-locations
Drugstore Pharmacy,750 Ottawa St. South,"Kitchener, ON",N2E 1B6,2021-04-13T14:53:25.226Z,https://covid-19.ontario.ca/vaccine-locations
Fairway Lackner Pharmacy,900 Fairway Crescent Unit 5,"Kitchener, ON",N2A 0A1,2021-04-13T14:53:25.227Z,https://covid-19.ontario.ca/vaccine-locations
Food Basics Pharmacy,370 Highland Road West,"Kitchener, ON",N2M 3C7,2021-04-13T14:53:25.227Z,https://covid-19.ontario.ca/vaccine-locations
Food Basics Pharmacy,655 Fairway Road South,"Kitchener, ON",N2C 1X4,2021-04-13T14:53:25.228Z,https://covid-19.ontario.ca/vaccine-locations
Food Basics Pharmacy,1405 Ottawa Street North,"Kitchener, ON",N2A 1H3,2021-04-13T14:53:25.228Z,https://covid-19.ontario.ca/vaccine-locations
Frederick Mall Pharmacy,"385 Frederick Street, Unit 15","Kitchener, ON",N2H 2P2,2021-04-13T14:53:25.228Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,1375 Weber St. East,"Kitchener, ON",N2A 2Y7,2021-04-13T14:53:25.229Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,537 Frederick St.,"Kitchener, ON",N2B 2A7,2021-04-13T14:53:25.229Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,851 Fischer-Hallman Road,"Kitchener, ON",N2M 5J8,2021-04-13T14:53:25.229Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,324 Highland Road West,"Kitchener, ON",N2M 5G2,2021-04-13T14:53:25.230Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1405 Ottawa Street North Unit 16,"Kitchener, ON",N2A 3Z1,2021-04-13T14:53:25.230Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,123 Pioneer Drive,"Kitchener, ON",N2P 2A3,2021-04-13T14:53:25.231Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,235 Ira Needles Boulevard,"Kitchener, ON",N2N 0B2,2021-04-13T14:53:25.231Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,1187 Fischer Hallman Road,"Kitchener, ON",N2E 4H9,2021-04-13T14:53:25.231Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,1400 Ottawa St. South,"Kitchener, ON",N2E 4E2,2021-04-13T14:53:25.232Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,2960 Kingsway Drive,"Kitchener, ON",N2C 1X1,2021-04-13T14:53:25.232Z,https://covid-19.ontario.ca/vaccine-locations
Williamsburg Pharmacy,1187 Fischer Hallman Road Unit 440,"Kitchener, ON",N2E 4H9,2021-04-13T14:53:25.233Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,5881 Malden Road,"LaSalle, ON",N9H 1S5,2021-04-13T14:53:25.233Z,https://covid-19.ontario.ca/vaccine-locations
Rob's Whole Health Pharmacy,"1765 Sprucewood, Unit 250","LaSalle, ON",N9J 1X7,2021-04-13T14:53:25.234Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2125 Front Road,"LaSalle, ON",N9J 2C1,2021-04-13T14:53:25.234Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,6020 Malden Road,"LaSalle, ON",N9H 1S8,2021-04-13T14:53:25.234Z,https://covid-19.ontario.ca/vaccine-locations
Zehrs,5890 Malden Road,"LaSalle, ON",N9H 1S4,2021-04-13T14:53:25.235Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy Lakeshore,19 Amy Croft Drive,"Lakeshore, ON",N9K 1C7,2021-04-13T14:53:25.235Z,https://covid-19.ontario.ca/vaccine-locations
Central Drug Mart Pharmachoice,250 Erie Street South,"Leamington, ON",N8H 3C2,2021-04-13T14:53:25.236Z,https://covid-19.ontario.ca/vaccine-locations
Real Canadian Superstore,201 Talbot Street East,"Leamington, ON",N8H 3X5,2021-04-13T14:53:25.236Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,269 Erie Street South,"Leamington, ON",N8H 3C4,2021-04-13T14:53:25.236Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,288 Erie Street South,"Leamington, ON",N8H 3C5,2021-04-13T14:53:25.237Z,https://covid-19.ontario.ca/vaccine-locations
Kawartha Lakes Pharmacy,55 Angeline Street North Unit 4A,"Lindsay, ON",K9V 5B7,2021-04-13T14:53:25.237Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,400 Kent St. West,"Lindsay, ON",K9V 6K2,2021-04-13T14:53:25.238Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,343 Kent Street West Unit 341,"Lindsay, ON",K9B 2Z7,2021-04-13T14:53:25.238Z,https://covid-19.ontario.ca/vaccine-locations
Listowel Remedy's Rx,600 Mitchell Road,"Listowel, ON",N4W 3T1,2021-04-13T14:53:25.238Z,https://covid-19.ontario.ca/vaccine-locations
Walden Family Drugstore,135 Regional Road 24 Unit 14,"Lively, ON",P3Y 1J1,2021-04-13T14:53:25.239Z,https://covid-19.ontario.ca/vaccine-locations
Costco Pharmacy,693 Wonderland Road North,"London, ON",N6H 4L1,2021-04-13T14:53:25.239Z,https://covid-19.ontario.ca/vaccine-locations
Drug Store Pharmacy,7 Baseline Road East,"London, ON",N6C 5Z8,2021-04-13T14:53:25.239Z,https://covid-19.ontario.ca/vaccine-locations
Drugstore Pharmacy,599 Fanshawe Park Road West,"London, ON",N6G 5B3,2021-04-13T14:53:25.240Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,3040 Wonderland Road South,"London, ON",N6L 1A6,2021-04-13T14:53:25.240Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,635 Southdale Road East,"London, ON",N6E 3W6,2021-04-13T14:53:25.241Z,https://covid-19.ontario.ca/vaccine-locations
