,DBUID,DBPOP,DAUID,DAPOP,CSDUID,CSDNAME,CSDTYPE,CSDPOP,CMAUID,CMAPUID,CMANAME,CMATYPE,CMAPOP,PRUID,PRNAME,PRPOP,lon,lat,in_db_emp,prox_idx_emp,in_db_pharma,prox_idx_pharma,in_db_childcare,prox_idx_childcare,in_db_health,prox_idx_health,in_db_grocery,prox_idx_grocery,in_db_educpri,prox_idx_educpri,in_db_educsec,prox_idx_educsec,in_db_lib,prox_idx_lib,in_db_parks,prox_idx_parks,in_db_transit,prox_idx_transit,transit_na,amenity_dense,suppressed
185971,35200002001,87,35200002,356,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2031,43.8231,0,0.0284,0,0.0153,0,0.0424,0,0.0033,0,,0,0.0757,0,,0,,0,0.0354,0,0.0174,0,0,0
185972,35200002002,193,35200002,356,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2036,43.8225,1,0.0281,0,0.0218,0,0.0401,0,0.0032,0,,0,0.0775,0,,0,,0,0.0468,1,0.0184,0,0,0
185973,35200002003,76,35200002,356,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2049,43.8221,1,0.0306,0,0.0304,0,0.0612,0,0.0036,0,,0,0.1075,0,,0,,0,0.0701,0,0.0281,0,0,0
185974,35200003001,335,35200003,335,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2024,43.8207,1,0.0305,0,0.0169,1,0.1127,0,0.0033,0,,0,0.0773,0,,0,,0,0.0313,1,0.0199,0,0,0
185975,35200004001,306,35200004,384,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2047,43.8202,1,0.0296,0,0.0275,0,0.067,0,0.0034,0,,0,0.0993,0,,0,,0,0.0672,1,0.0207,0,0,0
185976,35200004002,78,35200004,384,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.204,43.8203,1,0.0297,0,0.0297,0,0.0786,0,0.0034,0,,0,0.1026,0,,0,,0,0.0684,0,0.0261,0,0,0
185977,35200005001,199,35200005,408,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2035,43.8188,1,0.0341,0,0.0378,1,0.181,0,0.0056,0,,0,0.141,0,,0,,0,0.0718,0,0.0289,0,0,0
185978,35200005002,209,35200005,408,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2032,43.818,1,0.0337,1,0.0813,0,0.1347,0,0.0055,0,,0,0.1508,0,,0,,0,0.0683,0,0.0281,0,0,0
185979,35200006001,527,35200006,527,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2015,43.818,1,0.0325,0,0.0577,1,0.142,0,0.005,0,,0,0.1262,0,,0,,0,0.0584,1,0.0233,0,0,0
185980,35200007001,503,35200007,653,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2011,43.816,1,0.0324,0,0.0208,0,0.0962,0,0.0054,0,,0,0.1513,0,,0,,0,0.0314,1,0.0199,0,0,0
185981,35200007002,150,35200007,653,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2016,43.8158,1,0.0328,0,0.022,0,0.1005,1,0.0057,0,,0,0.1606,0,0.0339,0,,0,0.0336,1,0.0224,0,0,0
185982,35200009001,293,35200009,293,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2101,43.8145,1,0.0373,0,0.0069,1,0.2041,0,0.0087,0,,0,0.241,0,0.05,0,0.0597,0,0.0481,1,0.0342,0,0,0
185983,35200010001,113,35200010,274,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2107,43.8146,1,0.0375,0,0.0068,1,0.2295,0,0.0091,0,,0,0.2479,0,0.0537,0,0.0635,0,0.0497,0,0.0315,0,0,0
185984,35200010002,161,35200010,274,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.209,43.8135,1,0.0378,0,,0,0.195,0,0.0087,0,,0,0.3075,0,0.068,0,0.0602,0,0.0358,0,0.0359,0,0,0
185985,35200012001,122,35200012,503,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.211,43.8112,1,0.0386,0,0.0174,1,0.2342,0,0.0131,0,,0,0.3045,0,0.1187,0,0.096,0,0.0602,0,0.0337,0,0,0
185986,35200012002,247,35200012,503,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2122,43.8107,1,0.0456,0,0.0278,1,0.2424,0,0.0206,0,,0,0.2943,0,0.2554,0,0.1535,0,0.0887,0,0.0439,0,0,0
185987,35200012003,134,35200012,503,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2131,43.8116,1,0.0445,0,0.0282,1,0.2514,0,0.0196,0,,0,0.2873,0,0.1245,0,0.1556,0,0.0811,0,0.0404,0,0,0
185988,35200013001,59,35200013,59,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2119,43.8118,1,0.0428,0,0.0179,0,0.2266,0,0.0144,0,,0,0.2946,0,0.0837,0,0.0987,0,0.0641,0,0.0305,0,0,0
185989,35200013003,0,35200013,59,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2121,43.8113,0,0.0418,0,0.0219,0,0.2443,0,0.0131,0,,0,0.2834,0,0.088,0,0.1208,0,0.0638,0,0.031,0,0,0
185990,35200018003,497,35200018,497,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2175,43.809,1,0.0479,1,0.0688,1,0.1428,1,0.0341,0,0.05,0,0.2791,0,0.0928,1,0.296,1,0.109,1,0.0294,0,1,0
185991,35200028001,106,35200028,"1,174",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.21,43.8088,1,0.0388,0,0.0151,0,0.1438,0,0.012,0,,0,0.3072,0,0.1063,0,0.0834,0,0.0665,0,0.0331,0,0,0
185992,35200028003,60,35200028,"1,174",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2113,43.808,1,0.0383,0,0.017,0,0.1392,0,0.0116,0,,0,0.3098,0,0.1309,0,0.0934,0,0.0529,0,0.0329,0,0,0
185993,35200028004,10,35200028,"1,174",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2129,43.8069,0,0.043,0,0.0128,0,0.0907,0,0.0104,0,,0,0.3033,0,0.0719,0,0.0707,0,0.0631,0,0.0322,0,0,0
185994,35200028006,185,35200028,"1,174",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2148,43.8074,1,0.0458,0,0.0262,0,0.1278,0,0.0152,0,0.0157,0,0.3414,0,0.1344,0,0.1046,0,0.1505,1,0.0403,0,1,0
185995,35200028007,765,35200028,"1,174",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2122,43.8073,1,0.0425,0,0.0172,0,0.1375,0,0.01,0,,1,0.484,0,0.1216,0,0.0947,0,0.0752,1,0.0313,0,0,0
185996,35200028008,48,35200028,"1,174",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2132,43.8088,1,0.0442,0,0.0301,0,0.1451,0,0.0173,0,0.0154,0,0.4211,0,0.1892,0,0.1273,0,0.1116,1,0.0436,0,1,0
185997,35200028009,0,35200028,"1,174",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2144,43.8075,0,0.0457,0,0.0258,0,0.1261,0,0.015,0,0.0155,0,0.3394,0,0.1276,0,0.1031,1,0.1514,0,0.0395,0,1,0
185998,35200028010,0,35200028,"1,174",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.214,43.8075,0,0.0458,0,0.0262,0,0.1278,0,0.0152,0,0.0157,0,0.3414,0,0.1344,0,0.1046,0,0.1505,0,0.0403,0,1,0
186000,35200029003,184,35200029,378,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2112,43.809,1,0.0391,0,0.017,0,0.15,0,0.0127,0,,0,0.322,0,0.1309,0,0.0934,0,0.0548,0,0.0332,0,0,0
186001,35200029004,36,35200029,378,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2119,43.8095,1,0.0442,0,0.0248,0,0.2101,0,0.017,0,,0,0.3278,0,0.4383,0,0.1372,0,0.0789,1,0.0415,0,0,0
186002,35200030001,112,35200030,521,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2092,43.807,1,0.0402,0,,0,0.121,0,0.0083,0,,0,0.3828,0,0.0729,0,0.0686,0,0.0749,0,0.0312,0,0,0
186003,35200030002,409,35200030,521,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2087,43.8047,1,0.0398,0,,1,0.1222,0,0.0074,0,,0,0.2964,0,0.0463,0,0.0493,0,0.0579,1,0.023,0,0,0
186004,35200031001,"1,142",35200031,"1,142",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2058,43.8055,1,0.0367,0,,1,0.1154,0,0.0058,0,,1,0.3055,0,0.0418,0,0.0504,1,0.0824,1,0.0224,0,0,0
186005,35200032001,623,35200032,692,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2033,43.8042,1,0.0382,0,,0,0.0816,1,0.0073,0,,0,0.2763,0,0.0404,0,,1,0.0819,1,0.021,0,0,0
186006,35200032002,69,35200032,692,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2036,43.8072,1,0.0343,0,0.0068,0,0.0957,0,0.0075,0,,0,0.2683,0,0.0476,0,0.052,0,0.0612,0,0.0278,0,0,0
186007,35200033001,471,35200033,471,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2024,43.8005,1,0.04,1,0.0703,0,0.0314,1,0.006,1,0.1909,0,0.0778,0,,0,,0,0.0122,1,0.0458,0,0,0
186008,35200034002,791,35200034,791,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2096,43.7978,1,0.0438,0,0.0155,1,0.0537,0,0.0082,0,0.0346,1,0.2309,0,,0,,1,0.036,1,0.0272,0,0,0
186009,35200034003,0,35200034,791,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2012,43.7981,1,0.0433,1,0.0632,0,0.0308,1,0.0057,0,0.0899,0,0.0756,0,0.0364,0,,0,0.0223,1,0.0376,0,0,0
186010,35200034005,0,35200034,791,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.1984,43.7981,0,0.0312,0,0.0436,0,0.035,0,0.0013,0,0.0685,0,0.0938,0,0.0495,0,,0,0.0342,1,0.0532,0,0,0
186011,35200034006,0,35200034,791,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2077,43.7958,0,0.0403,0,0.0172,0,0.0288,0,0.0353,0,0.0322,0,0.0975,0,,0,,0,0.0179,1,0.0273,0,0,0
186012,35200035002,71,35200035,673,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2083,43.7988,0,0.0403,0,0.0158,0,0.0467,0,0.0069,0,0.0354,0,0.2286,0,,0,,0,0.036,0,0.025,0,0,0
186013,35200035003,62,35200035,673,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2107,43.7986,1,0.0417,0,0.0133,0,0.0526,0,0.0077,0,0.0295,0,0.2287,0,,0,,0,0.036,0,0.0243,0,0,0
186014,35200035004,70,35200035,673,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2111,43.797,1,0.0419,0,,0,0.0562,0,0.0073,0,,0,0.1977,0,,0,,0,0.036,0,0.0215,0,0,0
186015,35200035005,383,35200035,673,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2099,43.7989,1,0.0419,0,0.0134,0,0.0605,1,0.0078,0,0.0298,0,0.2363,0,,0,,0,0.036,1,0.0318,0,0,0
186016,35200035006,87,35200035,673,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2068,43.7997,1,0.0448,0,0.0221,0,0.0479,0,0.008,0,0.0506,0,0.2247,0,,0,,0,0.0517,0,0.0511,0,0,0
186017,35200036001,116,35200036,273,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2137,43.7978,1,0.0424,0,,0,0.0441,0,0.0074,0,,0,0.1312,0,,0,,0,0.0257,0,0.0208,0,0,0
186018,35200036002,157,35200036,273,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2145,43.797,1,0.0411,0,,0,0.0331,0,0.0069,0,,0,0.1084,0,,0,,0,0.0204,0,0.0141,0,0,0
186019,35200037002,106,35200037,"1,283",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2101,43.8036,1,0.0373,0,,0,0.087,0,0.0067,0,,0,0.2594,0,0.0408,0,,0,0.0689,0,0.0226,0,0,0
186020,35200037003,0,35200037,"1,283",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2113,43.8047,0,0.0411,0,,0,0.0847,0,0.0088,0,,0,0.2537,0,0.056,0,0.0572,0,0.0438,0,0.0261,0,0,0
186021,35200037004,40,35200037,"1,283",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2119,43.8046,1,0.0422,0,,0,0.0902,0,0.0102,0,,0,0.2776,0,0.0607,0,0.0602,0,0.0482,0,0.0317,0,0,0
186022,35200037005,"1,137",35200037,"1,283",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2123,43.8013,1,0.0415,0,,0,0.075,1,0.0079,0,,0,0.2273,0,0.0375,0,,0,0.0404,1,0.0304,0,0,0
186023,35200039001,87,35200039,314,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2139,43.801,1,0.0435,0,,1,0.1341,0,0.009,0,,0,0.2434,0,0.0408,0,,0,0.0548,0,0.029,0,0,0
186024,35200039002,85,35200039,314,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2127,43.8003,1,0.0414,0,,0,0.0698,0,0.0078,0,,0,0.2329,0,,0,,0,0.0255,0,0.0322,0,0,0
186025,35200039003,142,35200039,314,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2159,43.7999,1,0.0433,0,,0,0.0742,0,0.0087,0,,0,0.2203,0,,0,,0,0.0336,0,0.0282,0,0,0
186026,35200041002,114,35200041,902,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2197,43.7995,1,0.0431,0,0.0211,0,0.0629,0,0.0086,0,0.0351,0,0.2522,0,0.0481,0,0.0497,0,0.0296,0,0.0273,0,1,0
186027,35200041003,118,35200041,902,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2221,43.7985,1,0.0453,0,0.0455,0,0.0765,0,0.0092,0,0.0529,0,0.3068,0,0.0762,0,0.0613,0,0.0359,0,0.0295,0,1,0
186028,35200041006,670,35200041,902,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2221,43.7988,1,0.0453,1,0.0453,1,0.0766,0,0.0092,0,0.0519,0,0.3074,0,0.0773,0,0.0607,0,0.0357,1,0.0305,0,1,0
186029,35200042002,141,35200042,625,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2226,43.7953,1,0.0495,1,0.0945,0,0.0457,0,0.0092,0,0.0919,0,0.2619,0,0.0425,0,0.0887,0,0.0781,0,0.027,0,1,0
186030,35200042005,0,35200042,625,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2169,43.7964,0,0.0458,0,0.0142,0,0.0443,0,0.0452,0,0.0175,0,0.2667,0,0.0359,0,,0,,0,0.0429,0,0,0
186031,35200042006,484,35200042,625,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2217,43.7963,1,0.0483,0,0.0546,0,0.0559,1,0.0089,1,0.1005,0,0.2705,0,0.0463,0,0.0796,0,0.0691,1,0.0327,0,1,0
186032,35200043001,149,35200043,572,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2188,43.7963,1,0.0448,0,0.0286,0,0.0262,0,0.0041,0,0.0745,0,0.1536,0,0.0375,0,0.0613,0,0.0252,0,0.0201,0,1,0
186033,35200043002,423,35200043,572,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2253,43.794,1,0.053,0,0.0535,1,0.0591,1,0.0111,1,0.1169,1,0.339,0,0.0432,0,0.113,1,0.0917,1,0.0237,0,1,0
186034,35200043009,0,35200043,572,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2346,43.7866,0,0.0453,0,0.0193,0,0.0301,0,0.002,0,,0,0.0267,0,,0,,0,,0,0.0323,0,0,0
186035,35200043010,0,35200043,572,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2336,43.7903,0,0.065,0,0.0623,0,0.0359,0,0.0109,0,0.0637,0,0.1229,0,,0,0.0787,0,0.038,0,0.0592,0,1,0
186036,35200043011,0,35200043,572,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2181,43.793,0,0.0114,0,0.0231,0,0.0261,0,,0,0.044,0,0.0993,0,,0,0.0508,0,0.0226,0,0.0207,0,0,0
186037,35200043012,0,35200043,572,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2258,43.7911,1,0.0575,1,0.0255,0,0.0296,1,0.0119,0,0.0404,0,0.1224,0,,0,0.0887,1,0.0648,1,0.0246,0,1,0
186038,35200043013,0,35200043,572,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2349,43.7886,1,0.0746,0,0.0447,0,0.0363,1,0.0174,0,0.0305,0,0.0834,0,,0,0.0602,0,0.0111,1,0.0397,0,1,0
186039,35200044001,234,35200044,234,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2302,43.7943,1,0.0551,0,0.0337,0,0.0337,0,0.0108,0,0.0705,0,0.1855,0,0.0366,0,0.3122,0,0.121,0,0.0221,0,1,0
186040,35200046002,43,35200046,774,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2336,43.796,1,0.0535,0,0.0823,0,0.042,0,0.0129,0,0.1635,0,0.2026,0,0.0485,0,0.0922,0,0.0736,0,0.0362,0,1,0
186041,35200046003,619,35200046,774,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2329,43.7962,1,0.0575,1,0.0888,0,0.0446,1,0.0137,1,0.1678,0,0.262,0,0.0542,0,0.096,0,0.0812,1,0.0406,0,1,0
186042,35200046004,112,35200046,774,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2353,43.796,1,0.0634,0,0.0765,0,0.069,0,0.0142,0,0.084,0,0.1956,0,0.0436,0,0.0729,0,0.0452,0,0.0467,0,1,0
186043,35200047001,278,35200047,990,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2386,43.7954,1,0.0668,0,0.0748,0,0.0722,1,0.0127,0,0.0901,0,0.1031,0,,0,0.0562,0,,0,0.0457,0,1,0
186044,35200047002,712,35200047,990,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2371,43.7947,1,0.0649,0,0.0824,1,0.1058,1,0.0138,0,0.0955,0,0.1765,0,0.038,0,0.0666,0,0.011,1,0.0508,0,1,0
186045,35200048001,"1,004",35200048,"1,004",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.238,43.7972,1,0.0586,1,0.0997,1,0.0724,1,0.012,1,0.1044,0,0.1731,0,0.0386,0,0.0553,0,0.0235,1,0.0376,0,1,0
186046,35200049001,263,35200049,809,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2357,43.7983,1,0.0624,1,0.1213,0,0.0591,0,0.0125,1,0.1356,0,0.1628,0,0.0414,0,0.0597,0,0.0304,0,0.0359,0,1,0
186047,35200049002,203,35200049,809,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2386,43.7982,1,0.0542,0,0.0624,0,0.0353,0,0.0101,0,0.0847,0,0.0774,0,,0,0.048,0,0.0229,0,0.0338,0,1,0
186048,35200049003,343,35200049,809,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2378,43.7976,1,0.0578,0,0.0752,0,0.0436,0,0.0107,0,0.0845,0,0.1383,0,0.0356,0,0.0508,0,0.0252,0,0.0334,0,1,0
186049,35200050002,693,35200050,"1,031",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2336,43.7997,1,0.0503,0,0.0426,0,0.0343,1,0.0097,0,0.0594,1,0.3683,0,0.063,0,0.0707,1,0.1082,1,0.0257,0,1,0
186050,35200050005,338,35200050,"1,031",3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2352,43.803,1,0.0553,0,0.0337,0,0.0329,1,0.01,0,0.0446,0,0.2478,0,0.0542,0,0.0512,1,0.0752,1,0.0288,0,1,0
186051,35200051001,94,35200051,467,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2313,43.8025,1,0.0526,0,0.0248,0,0.0539,0,0.0097,0,0.0577,0,0.2581,0,0.075,0,0.1025,1,0.1638,0,0.0328,0,1,0
186052,35200051002,373,35200051,467,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2327,43.8012,1,0.0484,0,0.0267,0,0.0299,0,0.0083,0,0.0386,0,0.2619,0,0.0579,0,0.0592,0,0.064,0,0.0156,0,1,0
186053,35200052001,389,35200052,389,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2275,43.8028,1,0.051,0,0.0254,0,0.0487,0,0.01,0,0.0226,1,0.3582,1,0.2162,0,0.0508,0,0.0515,1,0.0187,0,1,0
186054,35200053001,315,35200053,315,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2293,43.7997,1,0.056,0,0.0564,0,0.0452,0,0.0084,0,0.0558,0,0.4137,0,0.0719,0,0.0679,0,0.0515,0,0.0184,0,1,0
186055,35200054001,369,35200054,369,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.229,43.7983,1,0.0555,1,0.0751,0,0.0519,1,0.0091,0,0.0929,1,0.4461,0,0.0689,0,0.0787,0,0.0963,1,0.0342,0,1,0
186056,35200055001,96,35200055,463,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.225,43.8013,1,0.0508,0,0.0455,0,0.0556,0,0.0108,0,0.0655,0,0.3854,0,0.1042,0,0.049,0,0.0721,1,0.0217,0,1,0
186057,35200055002,276,35200055,463,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2261,43.799,1,0.0439,0,0.0266,0,0.0486,0,0.0074,0,0.0307,0,0.2343,0,0.0654,0,0.0582,0,0.0242,1,0.0135,0,1,0
186058,35200055003,91,35200055,463,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2256,43.799,1,0.0468,0,0.0333,0,0.0601,1,0.0107,0,0.0323,0,0.3042,0,0.0865,0,0.0597,0,0.0295,0,0.0193,0,1,0
186059,35200056001,0,35200056,301,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.239,43.808,1,0.0517,1,0.0267,0,0.0142,1,0.0064,1,0.0586,0,0.0314,0,,0,,0,,1,0.008,0,0,0
186060,35200056002,261,35200056,301,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2337,43.8093,1,0.0488,0,0.0182,0,0.0362,0,0.0053,0,0.0399,0,0.1059,0,,0,,0,0.0159,1,0.0282,0,0,0
186061,35200056003,0,35200056,301,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2364,43.809,1,0.0535,0,0.0267,0,0.014,0,0.0061,0,0.0586,0,0.0588,0,,0,,0,,1,0.0084,0,0,0
186062,35200056004,40,35200056,301,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2339,43.8099,1,0.0503,0,0.0172,0,0.0347,0,0.0055,0,0.0378,0,0.1179,0,,0,,0,0.0179,0,0.0292,0,0,0
186063,35200057001,248,35200057,248,3520005,Toronto,C,"2,731,571",535,35535,Toronto,B,"5,928,040",35,Ontario,"13,448,494",-79.2306,43.8092,1,0.0479,0,0.0143,0,0.0451,0,0.0063,0,0.0315,0,0.1628,0,,0,0.048,0,0.0286,1,0.0246,0,1,0
